id,name,gene-id,gene-symbol,gene-name,entrez-id,chromosome,start-position,end-position
1046012,"A_23_P383132",22874,"HIC2","hypermethylated in cancer 2",23119,"22","n/a","n/a"
1046013,"CUST_7311_PI416261804",22874,"HIC2","hypermethylated in cancer 2",23119,"22","n/a","n/a"
1024405,"A_23_P48637",3073,"HIF1A","hypoxia inducible factor 1, alpha subunit (basic helix-loop-helix transcription factor)",3091,"14","n/a","n/a"
1024404,"A_24_P56388",3073,"HIF1A","hypoxia inducible factor 1, alpha subunit (basic helix-loop-helix transcription factor)",3091,"14","n/a","n/a"
1039895,"A_23_P142187",40945,"HIF3A","hypoxia inducible factor 3, alpha subunit",64344,"19","n/a","n/a"
1039896,"A_23_P338534",40945,"HIF3A","hypoxia inducible factor 3, alpha subunit",64344,"19","n/a","n/a"
1039897,"A_23_P374339",40945,"HIF3A","hypoxia inducible factor 3, alpha subunit",64344,"19","n/a","n/a"
1064853,"A_24_P188037",40945,"HIF3A","hypoxia inducible factor 3, alpha subunit",64344,"19","n/a","n/a"
1024283,"A_23_P13176",25737,"HINFP","histone H4 transcription factor",25988,"11","n/a","n/a"
1024284,"A_24_P121171",25737,"HINFP","histone H4 transcription factor",25988,"11","n/a","n/a"
1055699,"A_23_P19619",3078,"HIVEP1","human immunodeficiency virus type I enhancer binding protein 1",3096,"6","n/a","n/a"
1055700,"CUST_6348_PI416261804",3078,"HIVEP1","human immunodeficiency virus type I enhancer binding protein 1",3096,"6","n/a","n/a"
1055697,"A_23_P214766",3079,"HIVEP2","human immunodeficiency virus type I enhancer binding protein 2",3097,"6","n/a","n/a"
1055698,"CUST_6347_PI416261804",3079,"HIVEP2","human immunodeficiency virus type I enhancer binding protein 2",3097,"6","n/a","n/a"
1017541,"A_23_P35330",37693,"HIVEP3","human immunodeficiency virus type I enhancer binding protein 3",59269,"1","n/a","n/a"
1014461,"CUST_6351_PI416261804",37693,"HIVEP3","human immunodeficiency virus type I enhancer binding protein 3",59269,"1","n/a","n/a"
1032426,"A_23_P429020",94313,"HKR1","HKR1, GLI-Kruppel zinc finger family member",284459,"19","n/a","n/a"
1063424,"A_24_P573684",94313,"HKR1","HKR1, GLI-Kruppel zinc finger family member",284459,"19","n/a","n/a"
1032427,"CUST_2354_PI416261804",94313,"HKR1","HKR1, GLI-Kruppel zinc finger family member",284459,"19","n/a","n/a"
1055645,"A_23_P356585",3113,"HLF","hepatic leukemia factor",3131,"17","n/a","n/a"
1055646,"A_32_P61074",3113,"HLF","hepatic leukemia factor",3131,"17","n/a","n/a"
1055634,"A_23_P126266",3124,"HLX","H2.0-like homeobox",3142,"1","n/a","n/a"
1055635,"CUST_16706_PI416261804",3124,"HLX","H2.0-like homeobox",3142,"1","n/a","n/a"
1065371,"A_23_P206084",10216,"HMG20A","high mobility group 20A",10363,"15","n/a","n/a"
1047504,"A_23_P436117",10216,"HMG20A","high mobility group 20A",10363,"15","n/a","n/a"
1047505,"CUST_10579_PI416261804",10216,"HMG20A","high mobility group 20A",10363,"15","n/a","n/a"
1047506,"A_23_P119543",10215,"HMG20B","high mobility group 20B",10362,"19","n/a","n/a"
1047507,"CUST_9512_PI416261804",10215,"HMG20B","high mobility group 20B",10362,"19","n/a","n/a"
1055627,"A_23_P99980",3126,"HMGB1","high mobility group box 1",3146,"13","n/a","n/a"
1055628,"A_23_P99985",3126,"HMGB1","high mobility group box 1",3146,"13","n/a","n/a"
1055633,"A_24_P109962",3126,"HMGB1","high mobility group box 1",3146,"13","n/a","n/a"
1055629,"A_24_P692566",3126,"HMGB1","high mobility group box 1",3146,"13","n/a","n/a"
1055630,"A_24_P801264",3126,"HMGB1","high mobility group box 1",3146,"13","n/a","n/a"
1055632,"A_32_P134580",3126,"HMGB1","high mobility group box 1",3146,"13","n/a","n/a"
1055631,"A_32_P71768",3126,"HMGB1","high mobility group box 1",3146,"13","n/a","n/a"
1017776,"A_23_P155765",3128,"HMGB2","high mobility group box 2",3148,"4","n/a","n/a"
1055626,"A_23_P217236",3129,"HMGB3","high mobility group box 3",3149,"X","n/a","n/a"
1055622,"A_24_P67681",3129,"HMGB3","high mobility group box 3",3149,"X","n/a","n/a"
1055623,"A_32_P104617",3129,"HMGB3","high mobility group box 3",3149,"X","n/a","n/a"
1055624,"A_32_P175557",3129,"HMGB3","high mobility group box 3",3149,"X","n/a","n/a"
1055621,"CUST_2549_PI416261804",3129,"HMGB3","high mobility group box 3",3149,"X","n/a","n/a"
1055625,"CUST_3461_PI416261804",3129,"HMGB3","high mobility group box 3",3149,"X","n/a","n/a"
1017326,"A_23_P431981",9897,"HMGXB4","HMG box domain containing 4",10042,"22","n/a","n/a"
1014627,"CUST_10310_PI416261804",9897,"HMGXB4","HMG box domain containing 4",10042,"22","n/a","n/a"
1055601,"A_23_P84320",3146,"HMX1","H6 family homeobox 1",3166,"4","n/a","n/a"
1055602,"CUST_6140_PI416261804",3146,"HMX1","H6 family homeobox 1",3166,"4","n/a","n/a"
1027377,"A_24_P64407",3147,"HMX2","H6 family homeobox 2",3167,"10","n/a","n/a"
1027378,"CUST_391_PI416261804",3147,"HMX2","H6 family homeobox 2",3167,"10","n/a","n/a"
1018293,"CUST_623_PI416573500",109904,"HMX3","H6 family homeobox 3",340784,"10","n/a","n/a"
1011805,"CUST_640_PI416379584",109904,"HMX3","H6 family homeobox 3",340784,"10","n/a","n/a"
1050922,"A_23_P36757",6887,"HNF1A","HNF1 homeobox A",6927,"12","n/a","n/a"
1050921,"A_24_P372913",6887,"HNF1A","HNF1 homeobox A",6927,"12","n/a","n/a"
1050919,"A_23_P409287",6888,"HNF1B","HNF1 homeobox B",6928,"17","n/a","n/a"
1050920,"A_24_P330822",6888,"HNF1B","HNF1 homeobox B",6928,"17","n/a","n/a"
1026295,"A_23_P28761",3152,"HNF4A","hepatocyte nuclear factor 4, alpha",3172,"20","n/a","n/a"
1026318,"A_24_P10751",3152,"HNF4A","hepatocyte nuclear factor 4, alpha",3172,"20","n/a","n/a"
1026296,"CUST_17044_PI416261804",3152,"HNF4A","hepatocyte nuclear factor 4, alpha",3172,"20","n/a","n/a"
1026297,"CUST_17071_PI416261804",3152,"HNF4A","hepatocyte nuclear factor 4, alpha",3172,"20","n/a","n/a"
1055594,"A_23_P251453",3154,"HNF4G","hepatocyte nuclear factor 4, gamma",3174,"8","n/a","n/a"
1055593,"A_24_P852601",3154,"HNF4G","hepatocyte nuclear factor 4, gamma",3174,"8","n/a","n/a"
1040533,"A_23_P76829",36867,"HOMEZ","homeobox and leucine zipper encoding",57594,"14","n/a","n/a"
1040532,"A_24_P40594",36867,"HOMEZ","homeobox and leucine zipper encoding",57594,"14","n/a","n/a"
1055564,"A_23_P145752",3178,"HOXA1","homeobox A1",3198,"7","n/a","n/a"
1055565,"CUST_9888_PI416261804",3178,"HOXA1","homeobox A1",3198,"7","n/a","n/a"
1028694,"A_23_P253368",3186,"HOXA10","homeobox A10",3206,"7","n/a","n/a"
1028693,"A_24_P77904",3186,"HOXA10","homeobox A10",3206,"7","n/a","n/a"
1055551,"A_23_P42706",3187,"HOXA11","homeobox A11",3207,"7","n/a","n/a"
1055552,"CUST_13385_PI416261804",3187,"HOXA11","homeobox A11",3207,"7","n/a","n/a"
1055548,"A_23_P31306",3189,"HOXA13","homeobox A13",3209,"7","n/a","n/a"
1055547,"A_23_P389281",3189,"HOXA13","homeobox A13",3209,"7","n/a","n/a"
1055562,"A_24_P200854",3179,"HOXA2","homeobox A2",3199,"7","n/a","n/a"
1055563,"CUST_5764_PI416261804",3179,"HOXA2","homeobox A2",3199,"7","n/a","n/a"
1026787,"A_23_P111571",3180,"HOXA3","homeobox A3",3200,"7","n/a","n/a"
1026743,"A_23_P501538",3180,"HOXA3","homeobox A3",3200,"7","n/a","n/a"
1026744,"A_32_P198179",3180,"HOXA3","homeobox A3",3200,"7","n/a","n/a"
1055560,"A_23_P253982",3181,"HOXA4","homeobox A4",3201,"7","n/a","n/a"
1055559,"CUST_3242_PI416261804",3181,"HOXA4","homeobox A4",3201,"7","n/a","n/a"
1055561,"CUST_7579_PI416261804",3181,"HOXA4","homeobox A4",3201,"7","n/a","n/a"
1055557,"A_23_P93772",3182,"HOXA5","homeobox A5",3202,"7","n/a","n/a"
1055558,"CUST_6814_PI416261804",3182,"HOXA5","homeobox A5",3202,"7","n/a","n/a"
1055556,"A_23_P82370",3183,"HOXA6","homeobox A6",3203,"7","n/a","n/a"
1055555,"CUST_14334_PI416261804",3183,"HOXA6","homeobox A6",3203,"7","n/a","n/a"
1055553,"A_23_P70968",3184,"HOXA7","homeobox A7",3204,"7","n/a","n/a"
1055554,"A_24_P829209",3184,"HOXA7","homeobox A7",3204,"7","n/a","n/a"
1029838,"A_23_P500998",3185,"HOXA9","homeobox A9",3205,"7","n/a","n/a"
1029839,"CUST_14726_PI416261804",3185,"HOXA9","homeobox A9",3205,"7","n/a","n/a"
1055546,"A_23_P118675",3191,"HOXB1","homeobox B1",3211,"17","n/a","n/a"
1055545,"CUST_1222_PI416261804",3191,"HOXB1","homeobox B1",3211,"17","n/a","n/a"
1047353,"A_23_P4212",10334,"HOXB13","homeobox B13",10481,"17","n/a","n/a"
1047354,"A_24_P365015",10334,"HOXB13","homeobox B13",10481,"17","n/a","n/a"
1055543,"A_23_P107283",3192,"HOXB2","homeobox B2",3212,"17","n/a","n/a"
1055544,"A_24_P33077",3192,"HOXB2","homeobox B2",3212,"17","n/a","n/a"
1055541,"A_23_P100872",3193,"HOXB3","homeobox B3",3213,"17","n/a","n/a"
1055540,"A_23_P316511",3193,"HOXB3","homeobox B3",3213,"17","n/a","n/a"
1055542,"A_24_P399220",3193,"HOXB3","homeobox B3",3213,"17","n/a","n/a"
1055539,"A_24_P305067",3194,"HOXB4","homeobox B4",3214,"17","n/a","n/a"
1055538,"A_24_P416370",3194,"HOXB4","homeobox B4",3214,"17","n/a","n/a"
1055536,"A_23_P363316",3195,"HOXB5","homeobox B5",3215,"17","n/a","n/a"
1055537,"CUST_1676_PI416261804",3195,"HOXB5","homeobox B5",3215,"17","n/a","n/a"
1055534,"A_23_P66682",3196,"HOXB6","homeobox B6",3216,"17","n/a","n/a"
1066618,"A_24_P933151",3196,"HOXB6","homeobox B6",3216,"17","n/a","n/a"
1055535,"CUST_4740_PI416261804",3196,"HOXB6","homeobox B6",3216,"17","n/a","n/a"
1055533,"A_23_P49810",3197,"HOXB7","homeobox B7",3217,"17","n/a","n/a"
1055532,"A_23_P55281",3197,"HOXB7","homeobox B7",3217,"17","n/a","n/a"
1055530,"A_23_P370588",3198,"HOXB8","homeobox B8",3218,"17","n/a","n/a"
1055531,"CUST_2059_PI416261804",3198,"HOXB8","homeobox B8",3218,"17","n/a","n/a"
1055528,"A_23_P27013",3199,"HOXB9","homeobox B9",3219,"17","n/a","n/a"
1055529,"CUST_15151_PI416261804",3199,"HOXB9","homeobox B9",3219,"17","n/a","n/a"
1055518,"A_23_P36546",3206,"HOXC10","homeobox C10",3226,"12","n/a","n/a"
1055519,"A_24_P218805",3206,"HOXC10","homeobox C10",3226,"12","n/a","n/a"
1055516,"A_23_P47941",3207,"HOXC11","homeobox C11",3227,"12","n/a","n/a"
1055517,"CUST_948_PI416573500",3207,"HOXC11","homeobox C11",3227,"12","n/a","n/a"
1055515,"CUST_979_PI416379584",3207,"HOXC11","homeobox C11",3227,"12","n/a","n/a"
1055513,"A_23_P335981",3208,"HOXC12","homeobox C12",3228,"12","n/a","n/a"
1055514,"CUST_1465_PI416261804",3208,"HOXC12","homeobox C12",3228,"12","n/a","n/a"
1055511,"A_23_P64808",3209,"HOXC13","homeobox C13",3229,"12","n/a","n/a"
1055512,"CUST_14383_PI416261804",3209,"HOXC13","homeobox C13",3229,"12","n/a","n/a"
1055525,"A_23_P150974",3201,"HOXC4","homeobox C4",3221,"12","n/a","n/a"
1055526,"CUST_4743_PI416261804",3201,"HOXC4","homeobox C4",3221,"12","n/a","n/a"
1055527,"CUST_4769_PI416261804",3201,"HOXC4","homeobox C4",3221,"12","n/a","n/a"
1021466,"A_23_P162355",3202,"HOXC5","homeobox C5",3222,"12","n/a","n/a"
1055524,"CUST_12497_PI416261804",3202,"HOXC5","homeobox C5",3222,"12","n/a","n/a"
1027081,"A_23_P2344",3203,"HOXC6","homeobox C6",3223,"12","n/a","n/a"
1066583,"A_24_P914411",3203,"HOXC6","homeobox C6",3223,"12","n/a","n/a"
1027080,"CUST_2031_PI416261804",3203,"HOXC6","homeobox C6",3223,"12","n/a","n/a"
1055523,"A_23_P398476",3204,"HOXC8","homeobox C8",3224,"12","n/a","n/a"
1055522,"A_24_P124558",3204,"HOXC8","homeobox C8",3224,"12","n/a","n/a"
1055520,"A_23_P25150",3205,"HOXC9","homeobox C9",3225,"12","n/a","n/a"
1055521,"CUST_6936_PI416261804",3205,"HOXC9","homeobox C9",3225,"12","n/a","n/a"
1055509,"A_23_P120243",3211,"HOXD1","homeobox D1",3231,"2","n/a","n/a"
1055510,"CUST_1264_PI416261804",3211,"HOXD1","homeobox D1",3231,"2","n/a","n/a"
1055498,"A_23_P381368",3216,"HOXD10","homeobox D10",3236,"2","n/a","n/a"
1055499,"CUST_9301_PI416261804",3216,"HOXD10","homeobox D10",3236,"2","n/a","n/a"
1055496,"A_23_P143029",3217,"HOXD11","homeobox D11",3237,"2","n/a","n/a"
1055497,"CUST_13515_PI416261804",3217,"HOXD11","homeobox D11",3237,"2","n/a","n/a"
1055494,"A_23_P154420",3218,"HOXD12","homeobox D12",3238,"2","n/a","n/a"
1055495,"CUST_12425_PI416261804",3218,"HOXD12","homeobox D12",3238,"2","n/a","n/a"
1055492,"A_23_P165796",3219,"HOXD13","homeobox D13",3239,"2","n/a","n/a"
1055493,"CUST_14300_PI416261804",3219,"HOXD13","homeobox D13",3239,"2","n/a","n/a"
1055507,"A_23_P323180",3212,"HOXD3","homeobox D3",3232,"2","n/a","n/a"
1055508,"CUST_16149_PI416261804",3212,"HOXD3","homeobox D3",3232,"2","n/a","n/a"
1055506,"A_23_P345725",3213,"HOXD4","homeobox D4",3233,"2","n/a","n/a"
1055505,"CUST_4755_PI416261804",3213,"HOXD4","homeobox D4",3233,"2","n/a","n/a"
1055503,"A_23_P210164",3214,"HOXD8","homeobox D8",3234,"2","n/a","n/a"
1055504,"CUST_2318_PI416261804",3214,"HOXD8","homeobox D8",3234,"2","n/a","n/a"
1055500,"A_23_P429383",3215,"HOXD9","homeobox D9",3235,"2","n/a","n/a"
1055501,"CUST_906_PI416573500",3215,"HOXD9","homeobox D9",3235,"2","n/a","n/a"
1055502,"CUST_936_PI416379584",3215,"HOXD9","homeobox D9",3235,"2","n/a","n/a"
1041555,"A_23_P256131",35095,"HR","hairless homolog (mouse)",55806,"8","n/a","n/a"
1041556,"CUST_11636_PI416261804",35095,"HR","hairless homolog (mouse)",55806,"8","n/a","n/a"
1055444,"A_23_P253841",3277,"HSF1","heat shock transcription factor 1",3297,"8","n/a","n/a"
1055445,"CUST_12153_PI416261804",3277,"HSF1","heat shock transcription factor 1",3297,"8","n/a","n/a"
1019806,"A_23_P111360",3278,"HSF2","heat shock transcription factor 2",3298,"6","n/a","n/a"
1011215,"A_32_P9963",3278,"HSF2","heat shock transcription factor 2",3298,"6","n/a","n/a"
1021204,"A_23_P3592",3279,"HSF4","heat shock transcription factor 4",3299,"16","n/a","n/a"
1019776,"A_24_P119413",79005,"HSF5","heat shock transcription factor family member 5",124535,"17","n/a","n/a"
1014604,"A_32_P109270",79005,"HSF5","heat shock transcription factor family member 5",124535,"17","n/a","n/a"
1018625,"A_23_P96497",30883,"HSFX1","heat shock transcription factor family, X linked 1",100506164,"X","n/a","n/a"
1013404,"CUST_4489_PI416261804",30883,"HSFX1","heat shock transcription factor family, X linked 1",100506164,"X","n/a","n/a"
1043419,"CUST_5412_PI416261804",30883,"HSFX1","heat shock transcription factor family, X linked 1",100506164,"X","n/a","n/a"
1034067,"CUST_16657_PI416261804",81446,"HSFY2","heat shock transcription factor, Y linked 2",159119,"Y","n/a","n/a"
1034066,"CUST_2015_PI416261804",81446,"HSFY2","heat shock transcription factor, Y linked 2",159119,"Y","n/a","n/a"
1034065,"CUST_613_PI416261804",81446,"HSFY2","heat shock transcription factor, Y linked 2",159119,"Y","n/a","n/a"
1055219,"A_23_P252306",3377,"ID1","inhibitor of DNA binding 1, dominant negative helix-loop-helix protein",3397,"20","n/a","n/a"
1055220,"A_32_P149011",3377,"ID1","inhibitor of DNA binding 1, dominant negative helix-loop-helix protein",3397,"20","n/a","n/a"
1055218,"A_23_P143143",3378,"ID2","inhibitor of DNA binding 2, dominant negative helix-loop-helix protein",3398,"2","n/a","n/a"
1055217,"A_32_P69368",3378,"ID2","inhibitor of DNA binding 2, dominant negative helix-loop-helix protein",3398,"2","n/a","n/a"
1055216,"A_23_P137381",3379,"ID3","inhibitor of DNA binding 3, dominant negative helix-loop-helix protein",3399,"1","n/a","n/a"
1055215,"A_32_P123589",3379,"ID3","inhibitor of DNA binding 3, dominant negative helix-loop-helix protein",3399,"1","n/a","n/a"
1055213,"A_23_P59375",3380,"ID4","inhibitor of DNA binding 4, dominant negative helix-loop-helix protein",3400,"6","n/a","n/a"
1055214,"CUST_8918_PI416261804",3380,"ID4","inhibitor of DNA binding 4, dominant negative helix-loop-helix protein",3400,"6","n/a","n/a"
1055192,"A_23_P160025",3408,"IFI16","interferon, gamma-inducible protein 16",3428,"1","n/a","n/a"
1055193,"A_23_P217866",3408,"IFI16","interferon, gamma-inducible protein 16",3428,"1","n/a","n/a"
1055188,"A_23_P152782",3410,"IFI35","interferon-induced protein 35",3430,"17","n/a","n/a"
1055189,"CUST_8754_PI416261804",3410,"IFI35","interferon-induced protein 35",3430,"17","n/a","n/a"
1047551,"A_23_P135646",10174,"IKZF1","IKAROS family zinc finger 1 (Ikaros)",10320,"7","n/a","n/a"
1047552,"A_24_P190631",10174,"IKZF1","IKAROS family zinc finger 1 (Ikaros)",10320,"7","n/a","n/a"
1046302,"A_23_P323872",22563,"IKZF2","IKAROS family zinc finger 2 (Helios)",22807,"2","n/a","n/a"
1046304,"A_32_P114284",22563,"IKZF2","IKAROS family zinc finger 2 (Helios)",22807,"2","n/a","n/a"
1046303,"A_32_P127978",22563,"IKZF2","IKAROS family zinc finger 2 (Helios)",22807,"2","n/a","n/a"
1023797,"A_23_P376060",22562,"IKZF3","IKAROS family zinc finger 3 (Aiolos)",22806,"17","n/a","n/a"
1023825,"CUST_10974_PI416261804",22562,"IKZF3","IKAROS family zinc finger 3 (Aiolos)",22806,"17","n/a","n/a"
1023826,"CUST_11108_PI416261804",22562,"IKZF3","IKAROS family zinc finger 3 (Aiolos)",22806,"17","n/a","n/a"
1023855,"CUST_11113_PI416261804",22562,"IKZF3","IKAROS family zinc finger 3 (Aiolos)",22806,"17","n/a","n/a"
1023798,"CUST_11119_PI416261804",22562,"IKZF3","IKAROS family zinc finger 3 (Aiolos)",22806,"17","n/a","n/a"
1039890,"A_23_P358904",40976,"IKZF4","IKAROS family zinc finger 4 (Eos)",64375,"12","n/a","n/a"
1039891,"A_23_P378288",40976,"IKZF4","IKAROS family zinc finger 4 (Eos)",64375,"12","n/a","n/a"
1039889,"CUST_550_PI416573500",40977,"IKZF5","IKAROS family zinc finger 5 (Pegasus)",64376,"10","n/a","n/a"
1039888,"CUST_566_PI416379584",40977,"IKZF5","IKAROS family zinc finger 5 (Pegasus)",64376,"10","n/a","n/a"
1055017,"A_23_P257956",3583,"ILF2","interleukin enhancer binding factor 2, 45kDa",3608,"1","n/a","n/a"
1055018,"CUST_6138_PI416261804",3583,"ILF2","interleukin enhancer binding factor 2, 45kDa",3608,"1","n/a","n/a"
1027484,"A_23_P99437",3596,"ING1","inhibitor of growth family, member 1",3621,"13","n/a","n/a"
1027485,"A_24_P39211",3596,"ING1","inhibitor of growth family, member 1",3621,"13","n/a","n/a"
1055007,"A_23_P83736",3597,"ING2","inhibitor of growth family, member 2",3622,"4","n/a","n/a"
1055008,"CUST_16744_PI416261804",3597,"ING2","inhibitor of growth family, member 2",3622,"4","n/a","n/a"
1042812,"A_23_P111811",33847,"ING3","inhibitor of growth family, member 3",54556,"7","n/a","n/a"
1042813,"CUST_5752_PI416261804",33847,"ING3","inhibitor of growth family, member 3",54556,"7","n/a","n/a"
1028650,"CUST_602_PI416573500",33847,"ING3","inhibitor of growth family, member 3",54556,"7","n/a","n/a"
1028649,"CUST_618_PI416379584",33847,"ING3","inhibitor of growth family, member 3",54556,"7","n/a","n/a"
1017360,"A_23_P48070",30629,"ING4","inhibitor of growth family, member 4",51147,"12","n/a","n/a"
1012525,"CUST_13444_PI416261804",30629,"ING4","inhibitor of growth family, member 4",51147,"12","n/a","n/a"
1037689,"A_23_P135595",58499,"ING5","inhibitor of growth family, member 5",84289,"2","n/a","n/a"
1037691,"A_24_P34545",58499,"ING5","inhibitor of growth family, member 5",84289,"2","n/a","n/a"
1037687,"A_32_P60223",58499,"ING5","inhibitor of growth family, member 5",84289,"2","n/a","n/a"
1054973,"A_23_P9662",3627,"IPP","intracisternal A particle-promoted polypeptide",3652,"1","n/a","n/a"
1016590,"CUST_1045_PI416573500",3627,"IPP","intracisternal A particle-promoted polypeptide",3652,"1","n/a","n/a"
1010735,"CUST_1077_PI416379584",3627,"IPP","intracisternal A particle-promoted polypeptide",3652,"1","n/a","n/a"
1011268,"CUST_11404_PI416261804",3627,"IPP","intracisternal A particle-promoted polypeptide",3652,"1","n/a","n/a"
1054966,"A_23_P41765",3634,"IRF1","interferon regulatory factor 1",3659,"5","n/a","n/a"
1054967,"A_24_P602320",3634,"IRF1","interferon regulatory factor 1",3659,"5","n/a","n/a"
1054965,"A_23_P125082",3635,"IRF2","interferon regulatory factor 2",3660,"4","n/a","n/a"
1054964,"A_23_P136478",3635,"IRF2","interferon regulatory factor 2",3660,"4","n/a","n/a"
1039951,"A_32_P466514",40840,"IRF2BPL","interferon regulatory factor 2 binding protein-like",64207,"14","n/a","n/a"
1054962,"A_23_P27677",3636,"IRF3","interferon regulatory factor 3",3661,"19","n/a","n/a"
1054963,"CUST_15746_PI416261804",3636,"IRF3","interferon regulatory factor 3",3661,"19","n/a","n/a"
1054961,"A_23_P156505",3637,"IRF4","interferon regulatory factor 4",3662,"6","n/a","n/a"
1054960,"A_23_P214360",3637,"IRF4","interferon regulatory factor 4",3662,"6","n/a","n/a"
1054959,"A_23_P500271",3638,"IRF5","interferon regulatory factor 5",3663,"7","n/a","n/a"
1054958,"A_24_P363609",3638,"IRF5","interferon regulatory factor 5",3663,"7","n/a","n/a"
1054956,"A_23_P748",3639,"IRF6","interferon regulatory factor 6",3664,"1","n/a","n/a"
1054957,"CUST_16861_PI416261804",3639,"IRF6","interferon regulatory factor 6",3664,"1","n/a","n/a"
1028352,"A_24_P118892",3640,"IRF7","interferon regulatory factor 7",3665,"11","n/a","n/a"
1028351,"A_24_P378019",3640,"IRF7","interferon regulatory factor 7",3665,"11","n/a","n/a"
1055223,"A_23_P332190",3374,"IRF8","interferon regulatory factor 8",3394,"16","n/a","n/a"
1055224,"A_32_P156476",3374,"IRF8","interferon regulatory factor 8",3394,"16","n/a","n/a"
1047488,"A_23_P65442",10232,"IRF9","interferon regulatory factor 9",10379,"14","n/a","n/a"
1047489,"CUST_14220_PI416261804",10232,"IRF9","interferon regulatory factor 9",10379,"14","n/a","n/a"
1039283,"A_23_P133457",55029,"IRX1","iroquois homeobox 1",79192,"5","n/a","n/a"
1039284,"CUST_14039_PI416261804",55029,"IRX1","iroquois homeobox 1",79192,"5","n/a","n/a"
1015929,"A_23_P156025",81137,"IRX2","iroquois homeobox 2",153572,"5","n/a","n/a"
1012652,"CUST_6509_PI416261804",81137,"IRX2","iroquois homeobox 2",153572,"5","n/a","n/a"
1039285,"A_23_P152235",55028,"IRX3","iroquois homeobox 3",79191,"16","n/a","n/a"
1039286,"A_24_P207195",55028,"IRX3","iroquois homeobox 3",79191,"16","n/a","n/a"
1043969,"A_23_P110837",30292,"IRX4","iroquois homeobox 4",50805,"5","n/a","n/a"
1043970,"A_24_P20795",30292,"IRX4","iroquois homeobox 4",50805,"5","n/a","n/a"
1047621,"A_23_P9779",10119,"IRX5","iroquois homeobox 5",10265,"16","n/a","n/a"
1047622,"A_24_P48057",10119,"IRX5","iroquois homeobox 5",10265,"16","n/a","n/a"
1047623,"CUST_6830_PI416261804",10119,"IRX5","iroquois homeobox 5",10265,"16","n/a","n/a"
1039287,"A_23_P73348",55027,"IRX6","iroquois homeobox 6",79190,"16","n/a","n/a"
1039288,"A_32_P177539",55027,"IRX6","iroquois homeobox 6",79190,"16","n/a","n/a"
1039289,"A_32_P519101",55027,"IRX6","iroquois homeobox 6",79190,"16","n/a","n/a"
1054949,"A_23_P81529",3645,"ISL1","ISL LIM homeobox 1",3670,"5","n/a","n/a"
1054950,"CUST_10081_PI416261804",3645,"ISL1","ISL LIM homeobox 1",3670,"5","n/a","n/a"
1039683,"A_23_P54469",41406,"ISL2","ISL LIM homeobox 2",64843,"15","n/a","n/a"
1039684,"CUST_1818_PI416261804",41406,"ISL2","ISL LIM homeobox 2",64843,"15","n/a","n/a"
1030378,"A_32_P217140",60053,"ISX","intestine-specific homeobox",91464,"22","n/a","n/a"
1030379,"CUST_5467_PI416261804",60053,"ISX","intestine-specific homeobox",91464,"22","n/a","n/a"
1030213,"A_23_P167256",55762,"PHF17","PHD finger protein 17",79960,"4","n/a","n/a"
1030212,"A_23_P167263",55762,"PHF17","PHD finger protein 17",79960,"4","n/a","n/a"
1038764,"A_23_P410587",55762,"PHF17","PHD finger protein 17",79960,"4","n/a","n/a"
1038765,"CUST_8987_PI416261804",55762,"PHF17","PHD finger protein 17",79960,"4","n/a","n/a"
1045803,"A_23_P156198",23093,"PHF15","PHD finger protein 15",23338,"5","n/a","n/a"
1045802,"A_23_P416434",23093,"PHF15","PHD finger protein 15",23338,"5","n/a","n/a"
1045804,"A_24_P226278",23093,"PHF15","PHD finger protein 15",23338,"5","n/a","n/a"
1061228,"A_24_P927883",23093,"PHF15","PHD finger protein 15",23338,"5","n/a","n/a"
1019911,"A_23_P11362",9623,"PHF16","PHD finger protein 16",9767,"X","n/a","n/a"
1012222,"A_24_P203072",9623,"PHF16","PHD finger protein 16",9767,"X","n/a","n/a"
1059315,"A_23_P210763",179,"JAG1","jagged 1",182,"20","n/a","n/a"
1059316,"CUST_13510_PI416261804",179,"JAG1","jagged 1",182,"20","n/a","n/a"
1025019,"A_23_P106024",3689,"JAG2","jagged 2",3714,"14","n/a","n/a"
1025020,"CUST_13771_PI416261804",3689,"JAG2","jagged 2",3714,"14","n/a","n/a"
1054883,"A_23_P214876",3695,"JARID2","jumonji, AT rich interactive domain 2",3720,"6","n/a","n/a"
1054884,"CUST_11315_PI416261804",3695,"JARID2","jumonji, AT rich interactive domain 2",3720,"6","n/a","n/a"
1020121,"A_23_P117582",78931,"JDP2","Jun dimerization protein 2",122953,"14","n/a","n/a"
1033196,"A_23_P300301",85697,"JMJD1C","jumonji domain containing 1C",221037,"10","n/a","n/a"
1033195,"A_23_P427217",85697,"JMJD1C","jumonji domain containing 1C",221037,"10","n/a","n/a"
1015464,"A_32_P57140",85697,"JMJD1C","jumonji domain containing 1C",221037,"10","n/a","n/a"
1054881,"A_23_P201538",3700,"JUN","jun proto-oncogene",3725,"1","n/a","n/a"
1054882,"CUST_15654_PI416261804",3700,"JUN","jun proto-oncogene",3725,"1","n/a","n/a"
1054878,"A_23_P4821",3701,"JUNB","jun B proto-oncogene",3726,"19","n/a","n/a"
1054880,"A_24_P241815",3701,"JUNB","jun B proto-oncogene",3726,"19","n/a","n/a"
1054879,"CUST_13819_PI416261804",3701,"JUNB","jun B proto-oncogene",3726,"19","n/a","n/a"
